ID	ENGLISH	POS GLOSS
11593	quay (n.)	tilawng dinhnak hmun vaukam i kainak ca i thir a si lo ah lung in an tuahmi , thil chonh awk le thil tthumh awkah a kam i lawng an hrennak
11594	queen (n.)	siangpahrangnu
11595	queenly (adj.)	siangpahrangnu he aa tlakmi.
11596	queer (adj.)	hawi he aa lo lomi
11597	quell (v.)	tei, daihter, phalh (mei phalh, bia phalh).
11598	quench (v.)	1. hmih. 2. donghter, riamhter; e.g. Water quenches thirst = Ti nih tihal a riamhter.
11599	quenchless (adj.)	hmih khawh lomi , riamhter khawh lomi
11600	querulous (adj.)	phunzai a duh ngaimi
11601	query (n.)	biahalnak , a si maw si lo ti dothlatnak
11602	quest (n.)	kawlnak
11603	question (n.)	biahalnak
11604	question (v.)	biahal
11605	question mark (n.)	biahalnak hmelchunhnak ; ( ? )
11606	questionable (adj.)	a hmaan maw hmaan lo ti biahal a herhmi thil
11607	questionnaire (n.)	thil pakhat kong hngalh duhnak i biahalnak a tlangin tam nawn ttialmi.
11608	queue (v.)	aa chang lengmangin mi zapi i tlar.
11609	queue (n.)	samphiar
11610	quibble (n.)	biahalnak hrial in leh
11611	quick (adj.)	a khul a rangmi.
11612	quick witted (adj.)	thil hmakhatte ah a hngal kho zaumi
11613	quicken (v.)	hnawh , kehlan i hnawh
11614	quicklime (n.)	thung
11615	quickly (adv.)	khulrang in.
11616	quickness (n.)	khulrannak.
11617	quicksand (n.)	tichung i lamh tik i a pil ruahmahmi thetse
11618	quiescence (n.)	cawlcang lo te i dai te i umnak
11619	quiescent (adj.)	cawlcang lo te i dai te i ummi; e.g. Psalm ah hin P le L hi quiesent a simi cu an si.
11620	quiet (adj.)	hnachet lo dai zirziar in a ummi
11621	quietitude (n.)	daihnak
11622	quietness (n.)	daihnak.
11623	quill (n.)	arhmul.
11624	quilt (n.)	puanbu, rizai.
11625	quilting (n.)	rizai tuahnak thilri.
11626	quincentenary (n.)	za nga cam.
11627	quinine (n.)	raifanh si a kha ngaimi
11628	quinsy (n.)	dangfir fah
11629	quint (n.)	a tawinak in ttialmi quintuplet, fa panga phir lak i pakhat.
11630	quintal (n.)	kilogram 100.
11631	quintessence (n.)	a thiang bik , a ttha bik , a si bik quintet or
11632	quintette (n.)	panga hlasabu.
11633	quintuple (adj.)	a let nga , panga phir
11634	quintuplet (n.)	"quint" zoh.
11635	quintuplets (n.)	fa panga phir
11636	quip (v.)	zeimaw ti nawnte i mi hngerh kho ding i bia chim/bia leh.
11637	quire (n.)	caku tlap 24.
11638	quisling (n.)	mah ram rawi riangmang i ral thawng i ram uktu si tthan
11639	quit (v.)	1. ngol. 2. kaltak; e.g. Quit yourselves like men = Ral ttha ngaiin tuah tinak.
11640	quite (adv.)	ngaingai
11641	quittance (n.)	leiba in luatternak.
11642	quitter (n.)	thil/rian/tuah awk hnga ding hrial a hmangmi.
11643	quiver (v.)	ther , khuasih i ther
11644	quixotic (adj.)	mi nunsiang a simi, mah zawn lawng aa ruat lomi.
11645	quiz (n.)	hneksaknak biahalnak.
11646	quizzical (adj.)	hneksaknak bia halnak a simi.
11647	quoin (n.)	canamnak seh ha bunhnak i khenhfial.
11648	quoit (n.)	cangpakual.
11649	quorum (n.)	biaceih khawhnak ding ca mi cu zat tlin ah ceih khawh si seh ti khiahmi.
11650	quota (n.)	hmuh hnga ding zat tuakpiak cangmi
11651	quotable (adj.)	anih nih a chimmi a si ti i hun lakpiak awk i a tlakmi.
11652	quotation (n.)	1. mi dang chimmi bia a chimning in hun lak tthanmi bia. 2. thil man a hmanung bik.
11653	quotation marks (n.)	midang bia a si ti hngalhnak hmelchunhnak ; "..."
11654	quote (v.)	mi dang bia hun chim/lak
11655	quotient (n.)	nambar pakhat kha nambar dang pakhat in phawt tikah a chuakmi a phi, 26 cu 2 in na phawt ahcun a phi cu 13 a si i cu 13 cu 'quotient' cu a si.
11656	rabbi (n.)	Judah mi cawnpiaktu saya.
11657	rabbit (n.)	saveh
11658	rabble (n.)	mi zapi aa pummi ningcang tuah set lo i a ummi.
11659	rabid (adj.)	uihrut zawtnak a ngeimi; e.g. Rabid dogs = Uihrut zawtnak a ngemi uico; thil aa hruh chihmi; a thin a hun tuk i a hruh in a hrutmi
11660	rabies (n.)	uihrut zawtnak
11661	raccoon (n.)	vom bantuk, America ram i a ummi ramsa.
11662	race (n.)	phun , miphun
11663	race (v.)	tli; e.g. He raced to the house = Inn ah a tli.
11664	racial (adj.)	miphun he aa pehtlaimi; e.g. Racial discrimination = Phun thleidannak
11665	racialism (n.)	miphun dangdang si ruang i i remlonak
11666	raciness (n.)	1. tthawng ngai, cawlcang ngai, nung ngai i umnak 2. miphun sinak langhter ngai i umnak
11667	rack (n.)	thil chiahnak hrawl
11668	racket (n.)	1. thawng; e.g. Don't make a racket when others are reading = Midang ca an zoh lioah hnachet hlah. 2. pumpululh tuknak fung, reket.
11669	racquet (n.)	pumpululh tuknak fung
11670	racy (adj.)	1. thor nawnte i a um ttung i a thaw ttungmi; e.g. Racy apple = epal thor/thaw. 2. tthawng ngaiin bia a chim/ca a ttialmi. 3. miphun sinak a langhter ngaimi.
11671	radiance (n.)	ceunak
11672	radiant (adj.)	a ceumi
11673	radiate (v.)	chuah; e.g. The sun radiates light and heat = Ni nih ceunak le lumnak a chuah.
11674	radiation (n.)	ceunak le lumnak chuahternak
11675	radiator (n.)	mawttawka chung i lumnak i chuahtertu
11676	radical (adj.)	a hrampi a simi; e.g. He made a radical change in his behaviour (behavior) = A ziaza a hrampi in a thlen.
11677	radicalism (n.)	a hrampi in tuahmi a lehpek a phanmi thil
11678	radio (n.)	redio
11679	radioactive (adj.)	thlam lang lo a simi thil chung hmanh in a lan khomi ceunak
11680	radish (n.)	antam tawba sen
11681	radium (n.)	rediam , zawt zohnak ah hmanmi thil ceu
11682	radius (n.)	1. a bialmi thil chung i a laifang in a tlangkual tiang a phanmi catlang rin. 2. saikal kekual chung fung tete a laifang in a tlangkual i aa sawhmi hna zong khi radius an si. 3. a laifang in va phak tawk kulh kha radius cu a si; e.g. The explosion of a bomb could be heard within a radius of two miles = Bomb a puah thawng cu khan hnih chung aa thei kho.
11683	raft (n.)	pum, rua pum, mau pum (tilawng)
11684	rafter (n.)	inntling
11685	rag (n.)	puanchia
11686	rage (n.)	thinhunnak
11687	ragged (adj.)	a tetmi , a tlekmi (puan)
11688	raid (v.)	ral chim , ral tuk , doh
11689	raid (n.)	ral chimnak , tuknak , dohnak
11690	raider (n.)	ral chimtu , tutu , dohtu
11691	rail (v.)	i sik i hauh
11692	rail (n.)	1. tlak dawntu thingtunh 2. tlanglawng ke kalnak i chiahmi thir thluan
11693	railing (n.)	thingtunh artlang tein tuahmi , tlaihtleng bantuk
11694	railroad (n.)	tlanglawng lam
11695	raiment (n.)	hnipuan
11696	rain (n.)	ruahpi
11697	rain (v.)	ruahpi sur
11698	rain gauge (n.)	ruahsur tahnak
11699	rainbow (n.)	chuncha
11700	raincoat (n.)	ruahkham angki
11701	raindrop (n.)	ruahfang
11702	rainfall (n.)	ruahsur
11703	rainy (adj.)	ruah a sur ni a simi
11704	raise (v.)	1. hler; 2. lungphun; 3. thawhter; e.g. The motorcars raise a dust = Mawttawka nih leidip an thawhter. 4. thil man kai; 5. zuat; e.g. The farmer raises chickens = Lothlopa nih ar a zuat hna. 6. cawmken; 7. ralkap lak; e.g. An army has been raised by the government = Cozah nih ralkap an lak hna. 8. thawhter; e.g. He raised the dead = Mithi a thawhter hna.
11705	raisin (n.)	mitsur thei a car
11706	rajah (n.)	India ram bawi.
11707	rake (n.)	hnawm thianhnak kawrawt ha a ngeimi
11708	rake (v.)	hnawm thianh
11709	rally (v.)	hmunkhat i i pumh
11710	rally (n.)	hmunkhat i i pumhnak; e.g. Youth rally = Mino pumhnak
11711	ram (n.)	tuukawng
11712	ram (v.)	lu i suk , pah , nam
11713	Ramadan (n., prop.)	ni langh chung paoh Muslim, pawl rawl ei thian lo thla.
11714	ramble (v.)	chawhvah; e.g. We rambled here and there = Hika khika ah kan i chawk.
11715	rambling (n.)	duhnak paoh i i chawhvahnak
11716	ramification (n.)	tteng le nge i vun cheu chin lengmang
11717	ramp (v.)	duh paoh i a kenkip ah choi le per
11718	rampage (n.)	a kenkip i choi le pernak; e.g. The mad elephant went on a rampage and killed its keeper = Vui hrut cu a choi a per ciammam i a cawngtu kha a thah.
11719	rampant (adj.)	donhkhanh lo in a ummi; e.g. The vines were rampant over the fence = Hau cungah zun cu zeihmanh nih donhkhanh loin an i zam tung ko.
11720	ramrod (n.)	meithal zen sawhnak fung
11721	ramshackle (adj.)	a rawp i a tlu a pur dengmangmi
11722	ran (v.)	past tense of run, tlik, kal, zam, luang.
11723	ranch (n.)	dum kaupi
11724	rancher (n.)	dum kaupi a ngeimi pa
11725	ranchman (n.)	dum kaupi a ngeimi pa
11726	rancid (adj.)	a nih , rawl uih , a tler
11727	rancor (n.)	U.S. huat ngaingainak, thinthun ngaingainak.
11728	rancorous (adj.)	huatnak ngaingai in tuahmi le chimmi
11729	rancour (n.)	British. huat ngaingainak, thinthun ngaingainak.
11730	random (adj.)	tinhmi ngei lo le ruahchihmi ngei lo i tuahmi; e.g. A random remark = Tinhmi ngei set lo i hei chim menmi bia
11731	random (n.)	e.g. Alice took a book at random from the shelf = Alice nih cauk kha cauk chiahnak hrawl in tinhmi zei ngei loin a hei lak men ko hna.
11732	rang (v.)	past tense of ring, tum
11733	range (n.)	1. artlang i a ummi thil; e.g. A range of mountains = Artlang i a ummi tlang hna 2. hmuichon kahnak hmun 3. kah phak tawk; e.g. A rifle range = Rifle kah phak tawk 4. hnatheih phak tawk a simi 5. sattil tlonnak hmun, ramvaihnak hmun
11734	ranger (n.)	tupi thingram a humhaktu
11735	rank (n.)	artlang in umternak
11736	rank (n.)	1. artlang in umternak; 2. rianttuannak ah zei dot dah a si tinak; e.g. What is his rank = A reng zeidah a si ? His rank is captain = A reng cu kepten a si. to be in the ranks = ralkap sawsawh, zapi sawsawh tinak a si the rank and file = zapi sawsawh tinak a si
11737	rank (v.)	artlang i chiahmi hna lak i chiah, ve; e.g. Would you rank him among the world's great men = Vawlei cung mi ngan hna lakah na chia ve hnga maw?
11738	rankle (v.)	fahter
11739	ransack (v.)	1. ttha tein kawl cikcek , dah cikcek 2. fir, ramh
11740	ransom (n.)	tlanhnak man
11741	ransom (v.)	tlanh
11742	rap (v.)	kingh, fak piin tuk; e.g. The chairman rapped on the table for order = Chairman nih ningcang tein um u, tiin cabuai kha a tuk.
11743	rapacious (adj.)	hranhram in mi a tlai i thil chuh a hmangmi
11744	rapacity (n.)	hranhram in mi thil chuh hmannak
11745	rape (v.)	tlaihhrem
11746	rapid (adj.)	a khul a rangmi
11747	rapidity (n.)	khulrannak
11748	rapids (n.)	tihrah
11749	rapport (n.)	i rualchannak
11750	rapproachement (n.)	i remhnak , i hawikomh tthannak
11751	rapt (adj.)	i lawmh tuk i zeidang ruat kho ti lo i a ummi
11752	rapture (n.)	lawmhnak nganpi
11753	rapturous (adj.)	lawmhnak nganpi a simi
11754	rare (adj.)	a tlawmmi thil , a um set lomi thil
11755	rarefy (v.)	panter deuh , tlawmter deuh
11756	rarely (adv.)	a si setsai lomi, a caan tete lawng i a simi; e.g. He rarely comes to church = Biakinn ah a ra setsai lo, a caan tete lawngah a ra.
11757	rarity (n.)	um set lonak
11758	rascal (n.)	mihrokhrawl
11759	rascality (n.)	mihrokhrawl sinak
11760	rash (adj.)	ralrin lo piin a hung ummi , khulrang tuk in tuahmi thil
11761	rash (n.)	cuar cung i a sen bo tete a chuakmi
11762	rashness (n.)	tonghmang loin umnak, ruat setsai lo i raltthat thlorh i raltthat
11763	rasp (n.)	thing sahrai
11764	rasp (v.)	hnor, thing hnor
11765	rat (n.)	zu
11766	ratchet (n.)	ha ngeimi thir kual
11767	rate (n.)	khan; e.g. He can go at the rate of four miles an hour = Suimilam pakhat ah khan li khan in a kal kho. at any rate = a zei a si hmanh ah at that rate = cuning ahcun, chukhan ahcun, cuti a si ahcun
11768	rather (adv.)	deuh; e.g. I would rather go today than tomorrow = Thaizing nakin nihin ah ka kal deuh lai.
11769	ratification (n.)	fehternak
11770	ratify (v.)	fehter
11771	rating (n.)	a tthat a chiat tuaknak
11772	ratio (n.)	khan; e.g. He has sheep and cows in the ratio of ten to three = Caw le tuu a ngeihning cu tuu pahra ah caw pathum khan lengmang in a si.
11773	ration (n.)	rawl hmuh zat ding tuakpiakmi
11774	rational (adj.)	ruahnak in tuak khawhnak a ngeimi; e.g. As children go older, they become more rational = Ngakchia cu an hung upat deuh in ruahnak in tuak khawhnak an hun ngei deuh.
11775	rationale (n.)	thil pakhatkhat tuah tik i zei ruangah dah ka tuah ti kan ruahnak nih a tuakmi khi rationale a si
11776	rationality (n.)	khuaruah khawhnak
11777	rationalization (n.)	thil pakhatkhat kan tuah i a hmaan set lomi ruang kan pekmi; tahchunhnak ah, minu pakhat cu cho ah a kai i a ba i aa din, sihmanhsehlaw ka ba ti duh loin, hika cu khuacuanhnak a rem tuk, a ti, cucu rationalization cu a si
11778	rationalize (v.)	a hmaan setsai lomi sullam pek
11779	rationally (adv.)	khuaruat ngaiin
11780	rattle (v.)	hnih i a thawng rinter khi; e.g. The wind rattled the windows = Thli nih thalang awng a hninh hna i an awn; e.g. The windows were rattling in the wind = Thli nih thlalangawng a hninh hna i an awn.
11781	rattle (n.)	an i khawn thawng.
11782	rattle snake (n.)	rul sivai ttihnung ngaimi
11783	ravage (v.)	fak piin hrawh
11784	rave (v.)	fak piin au , thinhun ngaiin au len
11785	ravel (v.)	poih , phoih , a tlek , a ttet
11786	ravelling (v.)	phoihmi la, suetar angki chungin phoih/zuhmi la.
11787	raven (n.)	langak phun khat
11788	ravening (adj.)	a rawl a tam i ttih a nung ngaingaimi (saram)
11789	ravenous (adj.)	seh a hrangmi
11790	ravine (n.)	horkuang thuk
11791	ravish (v.)	1. lawmhter, lawmhnak in khater; e.g. He is ravished with her beauty = Aa dawhnak nih lawmhnak in a khahter. 2. seh i kalpi; e.g. The lamb was ravished by the wolf from the flock = Tuufa cu cenghngia nih tuurun chung khan a se i a kalpi.
11792	ravishing (adj.)	a nuam ngaingaimi , duh awk ngaingai a simi
11793	raw (adj.)	1. a hring; e.g. Raw meat = Sa hring 2. cuar a kawhnak hma; There is a raw spot on the horse where the harness rubbed = Rang cu a kengdan nih a hnornak zawn ah khan a cuar kawhnak a um.
11794	rawhide (n.)	si in ciah rih lomi saphaw.
11795	ray (n.)	nichawn
11796	rayon (n.)	pu bantuk a simi la
11797	raze (v.)	hrawh cikcek, chimh dih cikcek.
11798	razor (n.)	hmurhmul/khahmul mehnak namte
11799	re-echo (v.)	thanter chin
11800	re-elect - (v.) thim tthan
11801	re-election (n.)	thim tthannak
11802	re-embark - (v.) tilawng chung i kai tthan i tilawng cun kal
11803	re-enforce (v.)	tthawnnak pek tthan
11804	re-enforcement - (n.) tthawnnak pek tthannak
11805	re-enter (v.)	luh tthan
11806	re-entry - (n.) luh tthannak
11807	re-establish - (v.) umter tthan, fehter tthan
11808	re-establishment (n.)	fehter tthannak
11809	re-form (v.)	i ser tthan, hung si tthan
11810	reach (v.)	phak, phanh.
11811	react (v.)	lehrulh , kir tthan
11812	reaction (n.)	lehrulhnak , thil a hung kir tthanmi
11813	reactionary (n.)	tthatnak lei tu duh lo i rawhnak lei tu a duh deuhmi , dohtu lei i a tangmi
11814	read (v.)	carel, cacawn. read between the lines = a biafang sullam si loin a chung i aa thupmi sullam hngalh khawh i zuam ti a si. past tense and past participle of read ("red").
11815	readable (adj.)	rel (ca) khawh a simi
11816	reader (n.)	1. careltu 2. carel cawnnak cauk
11817	readily (adv.)	khulrang tein
11818	readiness (n.)	timh cia tein umnak
11819	reading (v.)	carel
11820	reading (n.)	thil bawm cung i aa ttialmi ca a langmi; e.g. The reading on the thermometer yesterday was 96 degrees = Nizan i kih lum tahnak cung i a langmi cu dikiri 96 a si.
11821	readjust (v.)	sersiam tthan
11822	readjustment (n.)	sersiam tthannak
11823	ready (adj.)	rianttuan awkah timh cia in a ummi
11824	ready-made (adj.)	hman colh awkin ser ciami thil
11825	real (adj.)	a si taktakmi , a um taktakmi , a taktak a simi
11826	real estate (n.)	hmun le a chung i a ummi thilri inn tehna , hau tehna , ti tehna
11827	realise (v.)	British. hun hngalh; 'realize' zoh.
11828	realism (n.)	nunning a sining taktak in chimnak le ruahnak
11829	realist (n.)	thil a sining taktak in a hmu thiammi
11830	realistic (adj.)	a sining taktak in a hmu thiammi
11831	reality (n.)	taktak a simi; in reality = a ngainai ti ahcun
11832	realization (n.)	hun hngalhnak, lung hung pemnak
11833	realize (v.)	1. hun hngalh 2. hun hmuh; e.g. The sale of his books realized K 200 = A cauk zuarman a hmuhmi cu K 200 a si
11834	really (adv.)	ngaingai , taktak
11835	realm (n.)	pennak , ram
11836	realm (n.)	pennak , ram
11837	realty (n.)	inn , lo
11838	ream (n.)	caku tlap 480
11839	ream (v.)	a kua kauhter
11840	reamer (n.)	a kua kauhnak hriamnam
11841	reanimate (v.)	nunter tthan
11842	reap (v.)	rawlttuan , facang zun
11843	reaper (n.)	rawlttuantu
11844	reappear (v.)	hung lang tthan.
11845	rear (v.)	fa zohkhenh; e.g. Mother rears her children = Ka nu nih a fale a kan zohkenh.
11846	rear (n.)	hnulei
11847	rear admiral (n.)	tilawng ralbawi rear
11848	guard (n.)	hnulei ralvengtu
11849	rearrange (v.)	sersiam tthan , remh tthan
11850	rearrangement (n.)	sersiam tthannak
11851	rearward (adj., adv.)	hnulei lei ah
11852	reascend (v.)	kai tthan
11853	reason (n.)	zeicahdah a si ti sullam langhternak ah hin ruahnak kha hman a si i "reason" nih hin a va sawh duh bikmi cu ruahnak kha a si; e.g. Sickness was the reason for Mary's absence = Mary sianginn a kai lonak cu a zawt ruahgah a si.
11854	reason (v.)	1. fak piin ruah , luthluak hman; e.g. An idiot cannot reason = Mihrut nih cun khua a ruat kho lo; e.g. It stands to reason = si dawh a si ko. 2. bia alnak in hun hngalhter; e.g. Reason with Mary and try to make her change her mind = Mary cu va al hnik law a ruahnak thlenter vaa zuam hnik.
11855	reasonable (adj.)	aa dawh tawk , aa tlakmi
11856	reasonably (adv.)	aa dawh aa tlak tein
11857	reasoning (n.)	cu bantuk thil a um caah cu bantuk thil a chuak ti ruahnak hmannak
11858	reassemble (v.)	pumh ttlhan, fonh tthan
11859	reassert (v.)	a si awk a si tiin fak piin chim tthan
11860	reasssume (v.)	ruah tthan
11861	reassurance (n.)	a si hrimhrim lai tiah kamh tthannak
11862	reassure (v.)	a si hrimhrim lai tiah chimh tthan , lungfehnak pek tthan reave - lakpiak.
11863	rebate (n.)	chawlehnak holh a si i thil tam cawk ruang i man tthumhmi khi a si
11864	rebel (n.)	dohtu , ral
11865	rebel (v.)	doh, ral, duhlo al.
11866	rebellion (n.)	ram chung ral thawhnak , uktu dohnak
11867	rebellious (adj.)	uktu a dohmi
11868	rebind (n.)	tem tthan
11869	rebirth (n.)	hrintthannak
11870	reborn (adj.)	hrintthan
11871	rebound (v.)	a hun i let tthan
11872	rebuff (v.)	hun lehnak (duh lo lei in)
11873	rebuild (v.)	sak tthan
11874	rebuilt (v.)	rak sak tthan; past tense and past participle of rebuild.
11875	rebuke (v.)	mawhchiat
11876	rebut (v.)	hun leh i a si lonak hun langhter ve , hun al
11877	recalcitrant (adj.)	mawl ngaih duh lomi
11878	recall (v.)	kawh tthan, auh tthan
11879	recant (v.)	chimmi bia kha lak tthan , bia hmuh tthan
11880	recantation (n.)	bia hmuh tthannak
11881	recapitulate (v.)	chim tthan , a tawinak in a biapi deuhdeuhmi kha hun chim tthan
11882	recapitulation (n.)	a tawinak in hun chim tthannak
11883	recapture (v.)	tlaih tthan
11884	recast (v.)	thlet tthan, ser tthan
11885	recede (v.)	kir tthan , hnulei ah i tawn , ti a lianmi a zor tthan khi
11886	receipt (n.)	thil hmuhnak, cate hna hmuhnak; e.g. I am in recepit of your letter =Na ca ka hmuh.
11887	receivable (adj.)	hmuh khawhmi
11888	receive (v.)	1. hmuh; e.g. I received your letter = Na cakuat ka hmuh. 2. cohlan; e.g. He came to his own people but they did not receive him = Amah a miphun sinah a ra nain an rak cohlang duh lo.
11889	receiver (n.)	1. hmutu , cohlangtu. 2. kuakdap chiahnak kheng. 3. telefawn ngainak le chawnhnak khi.
11890	receivership (n.)	cohlangtu sinak
11891	recent (adj.)	tu naite ah a simi
