ID	DOCULECT	CONCEPT	IPA	TOKENS	NOTE	BORROWING	CHINESE	COGID	HANZI
22124	Darang_Taraon	to think (reflect)	we⁵⁵tiɯŋ⁵³	w e ⁵⁵ ◦ t i ɯ ŋ ⁵³				2743	
22126	Darang_Taraon	to laugh	mɑ³¹ɹɑ⁵⁵	m ɑ ³¹ ◦ ɹ ɑ ⁵⁵	doubtful			2001	
22133	Darang_Taraon	to bite	tie⁵⁵	t i e ⁵⁵				1362	
22135	Bai_Jianchuan	the house	xo²¹	x o ²¹				1909	
22144	Darang_Taraon	to stand	deŋ³⁵	d e ŋ ³⁵				2601	
22147	Darang_Taraon	to know (something)	kɑ³¹sɑ⁵³	k ɑ ³¹ ◦ s ɑ ⁵³				1990	
22148	Bai_Jianchuan	the wood (material)	so̱³³lo̱³³	s o̱ ³³ ◦ l o̱ ³³				2977	
22151	Darang_Taraon	to walk	bo⁵³	b o ⁵³				2830	
22162	Lisu	yesterday	ɑ³¹ȵi³³	ɑ ³¹ ◦ ȵ i ³³				3367	
22176	Tujia	the frog	khɯe⁵⁵tɕhie²¹pa²¹	kh ɯ e ⁵⁵ ◦ tɕh i e ²¹ ◦ p a ²¹				3186	
22178	Dulong	wet	ɕɑʔ⁵⁵	ɕ ɑ ʔ ⁵⁵				2873	
22179	Bai_Jianchuan	knife	ji⁵⁵tɑ̃⁵⁵	j i ⁵⁵ ◦ t ɑ̃ ∼ ⁵⁵				3646	
22200	Dulong	soft	nɯp⁵⁵	n ɯ p ⁵⁵				3586	
22207	Tujia	the nit	lie³⁵ka⁵⁵li⁵⁵	l i e ³⁵ ◦ k a ⁵⁵ ◦ l i ⁵⁵				3637	
22208	Bai_Jianchuan	the stick	kuɑ̱̩²¹	k u ɑ̱̩ ²¹	? missing dot			2617	
22213	Tibetan_Written	the wing	gɕog pa	g ɕ o g _ p a	!			2960	
22219	Tujia	the mosquito	ma⁵⁵khu²¹li²¹	m a ⁵⁵ ◦ kh u ²¹ ◦ l i ²¹				2096	
22227	Bai_Jianchuan	the rope	so̱³³	s o̱ ³³				2363	
22230	Bai_Jianchuan	the sickle	ɲi⁴²phĩ²¹	ɲ i ⁴² ◦ ph ĩ ∼ ²¹				3292	
22243	Dulong	new	ɑŋ⁵⁵ɕɑɹ⁵⁵	ɑ ŋ ⁵⁵ ◦ ɕ ɑ ɹ ⁵⁵				2194	
22245	Tujia	the horn (keratinized skin)	khɯe⁵⁵	kh ɯ e ⁵⁵				1906	
22252	Dulong	good	gɑm⁵³	g ɑ m ⁵³				1754	
22253	Lisu	the barley (tibetan or highland)	mu³¹zu³³	m u ³¹ ◦ z u ³³				3245	
22257	Bokar	the mouse or rat	roː kuŋ tuŋ	r oː _ k u ŋ _ t u ŋ				2280	
22259	Dulong	the skin	pɯn⁵⁵	p ɯ n ⁵⁵				2502	
22265	Dulong	to die	ɕi⁵³	ɕ i ⁵³				1486	
22268	Bai_Jianchuan	the name	mia⁵⁵	m i a ⁵⁵				2156	
22271	Bokar	who	ɦɯː	ɦ ɯː				2915	
22273	Daofu	to kill	shɛ	sh ɛ				1966	
22276	Bai_Jianchuan	the dream	mə²¹	m ə ²¹		Ch		1516	
22278	Daofu	to kill	ntɕə	n tɕ ə	!			1969	
22281	Tujia	the fruit	pu³⁵li⁵⁵	p u ³⁵ ◦ l i ⁵⁵				1724	
22283	Bai_Jianchuan	middle	a⁵⁵to⁵⁵ɕĩ⁵⁵mi̱²¹	a ⁵⁵ ◦ t o ⁵⁵ ◦ ɕ ĩ ∼ ⁵⁵ ◦ m i̱ ²¹				3316	
22284	Bai_Jianchuan	left	pi⁵⁵	p i ⁵⁵				2019	
22285	Bai_Jianchuan	right	tsa̱²¹	ts a̱ ²¹				2313	
22286	Tibetan_Written	the wind	rluŋ	r l u ŋ	!			2944	
22288	Bai_Jianchuan	outside	ŋuɑ̱³³	ŋ u ɑ̱ ³³		Chinese		3330	
22289	Bai_Jianchuan	inside	khə²¹	kh ə ²¹				3341	
22295	Dulong	cold (of temperature)	tit⁵⁵	t i t ⁵⁵				1445	
22296	Darang_Taraon	where	xɑ³¹nu⁵⁵	x ɑ ³¹ ◦ n u ⁵⁵				2900	
22303	Bai_Jianchuan	today	ke̱⁵⁵ɲi̱	k e̱ ⁵⁵ ◦ ɲ i̱	ɲi̱ < 日. The tone is missing in the source Huang and Dai. Probably ɲi̱³³ judging from 'yesterday', qv. in Huang and Dai	Chinese		3352	
22305	Bai_Jianchuan	yesterday	tɕi⁴²ɲi̱³³	tɕ i ⁴² ◦ ɲ i̱ ³³				3364	
22306	Bai_Jianchuan	yesterday	tɕi⁴²ɕa̱³³	tɕ i ⁴² ◦ ɕ a̱ ³³				3364	
22308	Bai_Jianchuan	tomorrow	me̱⁵⁵ɲi̱³³	m e̱ ⁵⁵ ◦ ɲ i̱ ³³		Ch		3384	
22310	Bai_Jianchuan	morning	kha⁵⁵tiə⁴²	kh a ⁵⁵ ◦ t i ə ⁴²				3602	
22311	Bai_Jianchuan	noon	jə̱³³tə̃²¹tsa⁴²ka̱³³	j ə̱ ³³ ◦ t ə̃ ∼ ²¹ ◦ ts a ⁴² ◦ k a̱ ³³				3385	
22312	Lisu	hard	fu̱³³	f u̱ ³³				3486	
22317	Daofu	to shoot (an arrow)	fqe	f q e	!			2449	
22322	Tibetan_Written	to lick	ldag	l d a g	!			2654	
22331	Bai_Jianchuan	the year	suɑ̱³³	s u ɑ̱ ³³		< Ch 歲		3789	
22333	Lisu	soft	nu³¹	n u ³¹				3582	
22334	Jingpho	the mud	khum⁵⁵pu̱p⁵⁵	kh u m ⁵⁵ ◦ p u̱ p ⁵⁵				3064	
22340	Bokar	to come	oŋ	o ŋ				1449	
22342	Dulong	salty	dʑɯm⁵³	dʑ ɯ m ⁵³				3473	
22345	Bai_Jianchuan	one	ji̱³³	j i̱ ³³				2221	
22346	Bai_Jianchuan	two	kõ³³	k õ ∼ ³³				2817	
22347	Bai_Jianchuan	three	sɑ̃⁵⁵	s ɑ̃ ∼ ⁵⁵				2762	
22348	Bai_Jianchuan	four	ɕi̱³³	ɕ i̱ ³³		Ch		1712	
22349	Bai_Jianchuan	five	ŋo³³	ŋ o ³³		Ch		1647	
22350	Bai_Jianchuan	six	fu̱³³	f u̱ ³³				2497	
22351	Bai_Jianchuan	seven	tɕi̱³³	tɕ i̱ ³³				2427	
22352	Bai_Jianchuan	eight	piɑ̱³³	p i ɑ̱ ³³		Ch		1588	
22353	Bai_Jianchuan	nine	tɕə³³	tɕ ə ³³				2199	
22354	Bai_Jianchuan	ten	tsa̱²¹	ts a̱ ²¹				2677	
22361	Tibetan_Written	to hear	go	g o				1842	
22378	Bokar	the frog	ta tɯk	t a _ t ɯ k				3184	
22380	Lisu	smooth	ʑi³⁵lu³⁵	ʑ i ³⁵ ◦ l u ³⁵				2545	
22388	Tibetan_Written	to throw	ɦphen	ɦ ph e n	!			2764	
22390	Dulong	to learn	sɯ³¹|lɑp⁵⁵	s ɯ ³¹ ◦ l ɑ p ⁵⁵	!			3074	
22392	Pumi_Lanping	to hunt	tʃhə⁵⁵xiɛ⁵⁵	tʃh ə ⁵⁵ ◦ x i ɛ ⁵⁵				1926	
22394	Tibetan_Written	to spit	lud pa dbjug	l u d _ p a _ d b j u g	!			2591	
22418	Lisu	the egg	o̱³¹ʑi ³³	o̱ ³¹ ◦ ʑ i ³³	!			1587	
22425	Darang_Taraon	wet	pɯm⁵⁵	p ɯ m ⁵⁵				2865	
22451	Bai_Jianchuan	we [first person plural inclusive]	ŋɑ⁵⁵	ŋ ɑ ⁵⁵				2856	
22452	Bai_Jianchuan	thou [second person singular]	no²¹	n o ²¹				2759	
22454	Bai_Jianchuan	he or she [third person singular]	mo²¹	m o ²¹				1813	
22456	Tibetan_Written	to play	rtsed mo rtse	r ts e d _ m o _ r ts e	!			2234	
22458	Bai_Jianchuan	this	no²¹	n o ²¹				2748	
22463	Bai_Jianchuan	that	mə⁵⁵tɑ̱³³	m ə ⁵⁵ ◦ t ɑ̱ ³³				2682	
22468	Bai_Jianchuan	who	ɑ²¹ to²¹	ɑ ²¹ _ t o ²¹				2923	
22469	Bai_Jianchuan	who	ɑ⁵⁵mɑ⁵⁵ɲi²¹	ɑ ⁵⁵ ◦ m ɑ ⁵⁵ ◦ ɲ i ²¹				2924	
22470	Bai_Jianchuan	what	ɑ⁵⁵xã²¹	ɑ ⁵⁵ ◦ x ã ∼ ²¹				2881	
22471	Bai_Jianchuan	what	ɑ⁵⁵sa²¹	ɑ ⁵⁵ ◦ s a ²¹				2880	
22472	Bai_Jianchuan	where	ɑ⁵⁵mɑ⁵⁵	ɑ ⁵⁵ ◦ m ɑ ⁵⁵				2894	
22473	Bai_Jianchuan	where	ɑ⁵⁵nɑ̱³³	ɑ ⁵⁵ ◦ n ɑ̱ ³³				2893	
22475	Bai_Jianchuan	all	tsɑ³⁵ka⁴²tsɿ³³	ts ɑ ³⁵ ◦ k a ⁴² ◦ ts ɿ ³³				1270	
22476	Bai_Jianchuan	big	to̱²¹	t o̱ ²¹		Ch		336	
22477	Bai_Jianchuan	small	se²¹	s e ²¹				2521	
22478	Bokar	the tree	ɯ ɕɯŋ	ɯ _ ɕ ɯ ŋ				2806	
22479	Bai_Jianchuan	high / tall	kɑ⁵⁵	k ɑ ⁵⁵				3410	
22481	Bai_Jianchuan	short	tshɿ⁵⁵	tsh ɿ ⁵⁵				2452	
22482	Bai_Jianchuan	far	tuẽ³³	t u ẽ ∼ ³³				1594	
22483	Bai_Jianchuan	near	tɕĩ³³	tɕ ĩ ∼ ³³				2167	
22484	Bai_Jianchuan	narrow	tsa̱³³	ts a̱ ³³				2158	
22485	Pumi_Lanping	to burn [intransitive]	ba⁵⁵	b a ⁵⁵				3671	
22486	Bai_Jianchuan	thick	kə̃³³	k ə̃ ∼ ³³				2718	
22488	Bai_Jianchuan	full	mɑ³³	m ɑ ³³		Ch		1726	
22489	Bai_Jianchuan	many	tɕi⁵⁵	tɕ i ⁵⁵				2070	
22490	Bai_Jianchuan	round	ŋue⁴²	ŋ u e ⁴²				3731	
22496	Bai_Jianchuan	horizontal	kuã⁴²	k u ã ∼ ⁴²		Ch 橫		3428	
22497	Bai_Jianchuan	straight	tuẽ⁵⁵	t u ẽ ∼ ⁵⁵				3703	
22499	Bai_Jianchuan	black	xə̱³³	x ə̱ ³³		Ch		1232	
22500	Bai_Jianchuan	white	pa̱²¹	p a̱ ²¹				2906	
22501	Bai_Jianchuan	red	tsha̱³³	tsh a̱ ³³				2287	
22502	Bai_Jianchuan	yellow	ŋo⁴²	ŋ o ⁴²				2997	
22503	Bai_Jianchuan	green	lu̱³³	l u̱ ³³		Ch		1775	
22505	Bai_Jianchuan	dark	mia²¹	m i a ²¹		Ch 冥		3442	
22506	Naxi	the tooth (front)	xɯ³³	x ɯ ³³				2800	
22507	Bai_Jianchuan	light (of weight)	tshã⁵⁵	tsh ã ∼ ⁵⁵				3457	
22508	Bai_Jianchuan	early	tsu³³	ts u ³³		Chinese		3305	
22509	Bai_Jianchuan	late	me³³	m e ³³		Ch 晚		3419	
22510	Bai_Jianchuan	late	phi⁵⁵	ph i ⁵⁵				3418	
22511	Bai_Jianchuan	sharp	ji²¹	j i ²¹				2435	
22518	Bai_Jianchuan	wet	xã⁵⁵	x ã ∼ ⁵⁵				2862	
22520	Bai_Jianchuan	hard	ŋa̱²¹	ŋ a̱ ²¹		Ch 硬		3477	
22521	Bai_Jianchuan	soft	pha⁵⁵no⁴²	ph a ⁵⁵ ◦ n o ⁴²	pha55 ?	no⁴²= Ch 柔		3582	
22523	Bai_Jianchuan	smooth	tsue̱²¹uɑ̱²¹	ts u e̱ ²¹ u ɑ̱ ²¹				2543	
22529	Bai_Jianchuan	correct (right)	xo⁵⁵	x o ⁵⁵				1254	
22530	Bai_Jianchuan	new	ɕĩ⁵⁵	ɕ ĩ ∼ ⁵⁵				2192	
22536	Tujia	red	mian⁵⁵tɕie⁵⁵	m i a n ⁵⁵ ◦ tɕ i e ⁵⁵				2297	
22538	Bai_Jianchuan	old (of person)	ku³³	k u ³³				2214	
22539	Bai_Jianchuan	young	ɲi̱³³suɑ̱³³se²¹	ɲ i̱ ³³ ◦ s u ɑ̱ ³³ ◦ s e ²¹		Ch 年歲細		3862	
22545	Bai_Jianchuan	cold (of temperature)	kɑ⁴²	k ɑ ⁴²		Ch		3689	
22546	Bai_Jianchuan	cold (of temperature)	kə⁵⁵	k ə ⁵⁵				3690	
22547	Naxi	the tongue	ɕi⁵⁵	ɕ i ⁵⁵				2796	
22555	Jingpho	the rainbow	n⁵⁵|koi⁵¹laʔ⁵⁵tu̱m³³	n ⁵⁵ ◦ k o i ⁵¹ ◦ l a ʔ ⁵⁵ ◦ t u̱ m ³³	!			3020	
22557	Bokar	the hand	a lok	a _ l o k				1802	
22561	Tujia	yellow	wan²¹ka⁵⁵la⁵⁵	w a n ²¹ ◦ k a ⁵⁵ ◦ l a ⁵⁵				3006	
22567	Bai_Jianchuan	to be alive	xã⁵⁵(no³³)	x ã ∼ ⁵⁵ ◦ ( n o ³³ )		Ch		1332	
22574	Tujia	the egg	a⁵⁵lie⁵⁵	a ⁵⁵ ◦ l i e ⁵⁵		doubtful		1579	
22598	Pumi_Lanping	below, under	po⁵⁵ni¹³	p o ⁵⁵ ◦ n i ¹³				1344	
22599	Bokar	full	biŋ	b i ŋ				1727	
22602	Bai_Jianchuan	to learn	ɣə̱²¹	ɣ ə̱ ²¹		Ch 學		3079	
22603	Tibetan_Written	to laugh	dgod ɕor	d g o d _ ɕ o r	!			2004	
22619	Bokar	to think (reflect)	mɯŋ	m ɯ ŋ				2737	
22624	Bai_Jianchuan	to wipe	mɑ⁵⁵	m ɑ ⁵⁵				3509	
22625	Bai_Jianchuan	to wipe	tshɑ⁵⁵	tsh ɑ ⁵⁵				3510	
22628	Daofu	to steal	ʂkə	ʂ k ə	!			2611	
22629	Bai_Jianchuan	to hide (conceal)	tsõ⁴² (vu³³tɑ̱̃²¹)	ts õ ∼ ⁴² _ ( v u ³³ ◦ t ɑ̱̃ ∼ ²¹ )		Ch 藏		1887	
22642	Bokar	the barley (tibetan or highland)	tɕa tɕo	tɕ a _ tɕ o				3252	
22643	Bai_Jianchuan	to sing	tshɑ̃⁵⁵ko³³	tsh ɑ̃ ∼ ⁵⁵ ◦ k o ³³		Chinese		3734	
22644	Tujia	dark	ɣo³⁵khɯ⁵⁵khɯ⁵⁵	ɣ o ³⁵ ◦ kh ɯ ⁵⁵ ◦ kh ɯ ⁵⁵				3452	
22647	Dulong	the tongue	pɯ³¹|lɑi⁵³	p ɯ ³¹ ◦ l ɑ i ⁵³	!			2794	
22649	Bai_Jianchuan	to eat	jə̱³³	j ə̱ ³³				1576	
22656	Darang_Taraon	the stick	tɑ³¹tiu⁵⁵boŋ³⁵	t ɑ ³¹ ◦ t i u ⁵⁵ ◦ b o ŋ ³⁵				2620	
22660	Pumi_Lanping	to buy	ʂy⁵⁵	ʂ y ⁵⁵				1414	
22662	Bai_Jianchuan	to hunt	tɕi̱²¹su̱²¹	tɕ i̱ ²¹ ◦ s u̱ ²¹				1923	
22665	Bai_Jianchuan	to fight	tã̱³³tɕɑ̱³³	t ã̱ ∼ ³³ ◦ tɕ ɑ̱ ³³				1637	
22672	Tujia	light (of weight)	zu⁵³	z u ⁵³				3462	
22675	Tibetan_Written	to bite	so rgjag	s o _ r g j a g	!			1368	
22690	Bai_Jianchuan	to burn [intransitive]	ɲə³³khə³³	ɲ ə ³³ ◦ kh ə ³³	khə³³=起	ch 燃起		3675	
22691	Bai_Jianchuan	to burn [intransitive]	xu⁵⁵khə³³	x u ⁵⁵ ◦ kh ə ³³	khə³³=起			3764	
22693	Dulong	to wipe	ɑ³¹ŋɯt⁵⁵	ɑ ³¹ ◦ ŋ ɯ t ⁵⁵				3504	
22695	Bokar	the river	ɕo toŋ	ɕ o _ t o ŋ				2325	
22700	Tibetan_Written	twenty	ȵi ɕu	ȵ i _ ɕ u				2812	
22701	Pumi_Lanping	today	pə⁵⁵n̥i⁵⁵	p ə ⁵⁵ ◦ n̥ i ⁵⁵				3353	
22704	Dulong	to hide (conceal)	mɑ⁵⁵	m ɑ ⁵⁵				1881	
22705	Daofu	to hold	khrə	kh r ə				1894	
22707	Pumi_Lanping	the son	tsy⁵⁵	ts y ⁵⁵				3125	
22709	Bai_Jianchuan	to fly (move through air)	fa⁵⁵	f a ⁵⁵				1680	
22710	Daofu	to reside (live)	ndzu	n dz u	!			2298	
22712	Pumi_Lanping	yesterday	ʒɛ⁵⁵n̥i⁵⁵	ʒ ɛ ⁵⁵ ◦ n̥ i ⁵⁵				3368	
22716	Tujia	the house	tsho⁵³	tsh o ⁵³	< 厝 ?	ch ?		1916	
22717	Pumi_Lanping	to fly (move through air)	bʒɛ̃¹³	b ʒ ɛ̃ ∼ ¹³	!			1679	
22720	Bai_Jianchuan	to give	zɿ²¹	z ɿ ²¹	? < 賜 *s-lek-s > sjeH > cì ‘give’ 			1741	
22723	Darang_Taraon	the armpit	kɑ³¹kɑ⁵³	k ɑ ³¹ ◦ k ɑ ⁵³				3285	
22728	Bai_Jianchuan	shy	xɑ̃⁵⁵no²¹ɕi³³	x ɑ̃ ∼ ⁵⁵ ◦ n o ²¹ ◦ ɕ i ³³				2474	
22731	Bai_Jianchuan	to drink	ə̃³³	ə̃ ∼ ³³		Ch		1520	
22740	Tibetan_Written	to plant (vegetals, rice)	(ɕiŋ phrug) ɦdzugs	ɕ i ŋ _ ph r u g _ ɦ dz u g s	!			2227	
22742	Dulong	to sing	wɑ⁵³	w ɑ ⁵³				2484	
22744	Pumi_Lanping	tomorrow	siɑ̃u¹³	s i ɑ̃ u ∼ ¹³	?			3376	
22758	Bai_Jianchuan	to chew	tso̱²¹	ts o̱ ²¹		Ch		1244	
22776	Bai_Jianchuan	to reside (live)	ku̱²¹	k u̱ ²¹				2300	
22783	Tujia	hard	khɯ⁵³	kh ɯ ⁵³				3475	
22784	Tibetan_Written	to stand	laŋ	l a ŋ				2598	
22788	Bai_Jianchuan	to see	ɑ̃³³kẽ̱²¹	ɑ̃ ∼ ³³ ◦ k ẽ̱ ∼ ²¹				2411	
22790	Dulong	to eat	kɑi⁵³	k ɑ i ⁵³				1573	
22798	Pumi_Lanping	to give	thə¹³khuɛ̃¹³	th ə ¹³ ◦ kh u ɛ̃ ∼ ¹³				1742	
22801	Bai_Jianchuan	to cry (weep)	kho̱³³	kh o̱ ³³		Ch 哭		3786	
22804	Darang_Taraon	to kill	se⁵⁵	s e ⁵⁵				1966	
22813	Daofu	to fight	ncçhə ncçhə	n cçh ə _ n cçh ə	!			1631	
22815	Bai_Jianchuan	to flow	(ɕy³³) kə⁴²	ɕ y ³³ _ k ə ⁴²	!			1660	
22820	Lisu	hot	tshɑ̱³³	tsh ɑ̱ ³³				3488	
22824	Bai_Jianchuan	to buy	ma̱²¹	m a̱ ²¹		Ch		1415	
22835	Bai_Jianchuan	to vomit	kha̱³³	kh a̱ ³³				2827	
22849	Bai_Jianchuan	to float	pu⁴²	p u ⁴²		Ch		1648	
22856	Bai_Jianchuan	to pull	khẽ⁵⁵	kh ẽ ∼ ⁵⁵				2248	
22861	Bai_Jianchuan	to marry (a man marries a woman)	pia̱³³	p i a̱ ³³				3526	
22862	Bai_Jianchuan	to marry (a man marries a woman)	ə⁵⁵	ə ⁵⁵				3525	
22885	Bai_Jianchuan	to kill	ɕɑ̱³³	ɕ ɑ̱ ³³				1966	
22892	Bai_Jianchuan	to shoot (an arrow)	tsõ̱²¹ (tɕɪ̱̃²¹)	ts õ̱ ∼ ²¹ _ ( tɕ ɪ̱̃ ∼ ²¹ )				2439	
22898	Tibetan_Written	to fly (move through air)	ɦphur	ɦ ph u r	!			1680	
22905	Bai_Jianchuan	to count	sɿ⁵⁵	s ɿ ⁵⁵				3693	
22907	Jingpho	the cloud	să³³mui³³	s ă ³³ ◦ m u i ³³				1435	
22909	Bai_Jianchuan	to sleep	tshã³³	tsh ã ∼ ³³				2519	
22915	Bokar	the house	u guː	u _ g uː				1910	
22916	Bai_Jianchuan	to lie down	tshã³³	tsh ã ∼ ³³				2033	
22927	Bai_Jianchuan	to lick	tsa³³	ts a ³³				2659	
22928	Tibetan_Written	to walk	tɕha	tɕh a				2833	
22933	Bai_Jianchuan	to hear	tɕhã⁵⁵tiə̱³³	tɕh ã ∼ ⁵⁵ ◦ t i ə̱ ³³	tɕh ã ∼ ⁵⁵ < 听	ch		1830	
22936	Bai_Jianchuan	to steal	tɑ²¹	t ɑ ²¹				3721	
22937	Bai_Jianchuan	to throw	tsa⁵⁵	ts a ⁵⁵				2766	
22938	Bai_Jianchuan	to spit	tsha⁵⁵ (tho²¹)	tsh a ⁵⁵ _ ( th o ²¹ )				2585	
22939	Bai_Jianchuan	to push	mɑ⁵⁵	m ɑ ⁵⁵				2265	
22945	Bai_Jianchuan	to dig	uɑ̱²¹	u ɑ̱ ²¹				1489	
22950	Bai_Jianchuan	to forget	pha̱³³mo²¹ɕi⁵⁵sɿ⁵⁵	ph a̱ ³³ ◦ m o ²¹ ◦ ɕ i ⁵⁵ ◦ s ɿ ⁵⁵				3553	
22952	Bai_Jianchuan	to smell (perceive odor) [transitive]	tshu⁵⁵	tsh u ⁵⁵				3736	
22954	Bai_Jianchuan	to hold	pã³³ (fã³³kuɑ̱̃²¹)	p ã ∼ ³³ _ ( f ã ∼ ³³ ◦ k u ɑ̱̃ ∼ ²¹ )				1892	
22961	Daofu	to stand	rjɛ	r j ɛ				2597	
22964	Pumi_Lanping	round	ʐuɐ¹³ʐuɐ¹³	ʐ u ɐ ¹³ ◦ ʐ u ɐ ¹³				2372	
22965	Bai_Jianchuan	to think (reflect)	mi³³	m i ³³				2736	
22968	Jingpho	salty	ʃum³³	ʃ u m ³³				3473	
22971	Bai_Jianchuan	to laugh	so²¹	s o ²¹				2002	
22974	Bai_Jianchuan	to blow (of wind)	xə̃³³	x ə̃ ∼ ³³				1385	
22986	Bai_Jianchuan	to bite	ŋɑ̱³³	ŋ ɑ̱ ³³				1231	
23004	Lisu	the sky	mo³¹kuɑ̱³³	m o ³¹ ◦ k u ɑ̱ ³³				2511	
23007	Lisu	the moon	hɑ̃ bɑ³³	h ɑ̃ ∼ _ b ɑ ³³	? sans ton. Checked			2091	
23008	Lisu	the star	ku̱³³zɑ̱³¹	k u̱ ³³ ◦ z ɑ̱ ³¹				2607	
23011	Lisu	the cloud	mu̱³³ku⁵⁵	m u̱ ³³ ◦ k u ⁵⁵				1433	
23013	Lisu	the wind	mi³¹ hĩ̱³³	m i ³¹ _ h ĩ̱ ∼ ³³				2948	
23015	Lisu	the rainbow	a⁵⁵mo³¹ʃi³³	a ⁵⁵ ◦ m o ³¹ ◦ ʃ i ³³				3018	
23016	Lisu	the snow	wɑ³¹	w ɑ ³¹				2560	
23017	Lisu	the hail	wɑ³¹lo⁵⁵bo̱³³	w ɑ ³¹ ◦ l o ⁵⁵ ◦ b o̱ ³³				3027	
23018	Lisu	the frost	ȵi̱³³	ȵ i̱ ³³				3042	
23019	Lisu	the dew	tɕi⁵⁵ʑi̱³³	tɕ i ⁵⁵ ◦ ʑ i̱ ³³				3046	
23021	Lisu	the ice	ȵi̱³³	ȵ i̱ ³³				1965	
23027	Lisu	the mountain	ko̱³³	k o̱ ³³				2130	
23032	Lisu	the river	e̱³¹mɑ̱³³	e̱ ³¹ ◦ m ɑ̱ ³³				2328	
23034	Lisu	the sea	lu³¹be⁵³	l u ³¹ ◦ b e ⁵³				3119	
23037	Bai_Jianchuan	to walk	pe̱³³	p e̱ ³³				2828	
23042	Lisu	the sand	khɯ³¹tɕi³³hɯ³¹	kh ɯ ³¹ ◦ tɕ i ³³ ◦ h ɯ ³¹				2390	
23044	Tujia	the sun	lau²¹tshi²¹	l a u ²¹ ◦ tsh i ²¹				2666	
23045	Lisu	the water	e̱³³dʑɛ̱	e̱ ³³ ◦ dʑ ɛ̱				2844	
23046	Tujia	the moon	su²¹su²¹	s u ²¹ ◦ s u ²¹				2094	
23047	Tujia	the star	si⁵⁵zi⁵⁵pu²¹li²¹	s i ⁵⁵ ◦ z i ⁵⁵ ◦ p u ²¹ ◦ l i ²¹				2604	
23049	Tujia	the cloud	mɯe³⁵la⁵⁵ɣoŋ²¹	m ɯ e ³⁵ ◦ l a ⁵⁵ ◦ ɣ o ŋ ²¹				1434	
23050	Tujia	the thunder	mɯe³⁵tha⁵⁵tshie²¹	m ɯ e ³⁵ ◦ th a ⁵⁵ ◦ tsh i e ²¹				2779	
23051	Tujia	the wind	zie³⁵su⁵⁵	z i e ³⁵ ◦ s u ⁵⁵				2951	
23052	Tujia	the rain	mɯe³⁵tsie²¹	m ɯ e ³⁵ ◦ ts i e ²¹				2271	
23053	Tujia	the rainbow	phu³⁵	ph u ³⁵				3779	
23054	Tujia	the snow	su³⁵su⁵⁵	s u ³⁵ ◦ s u ⁵⁵				2565	
23056	Tujia	the frost	pu⁵⁵li⁵⁵	p u ⁵⁵ ◦ l i ⁵⁵				3044	
23057	Tujia	the dew	so⁵⁵tshie²¹	s o ⁵⁵ ◦ tsh i e ²¹				3050	
23058	Tujia	the fog	so⁵⁵phɯe²¹	s o ⁵⁵ ◦ ph ɯ e ²¹				1691	
23059	Lisu	the salt	tshɑ³¹ bo̱³³	tsh ɑ ³¹ _ b o̱ ³³				2382	
23061	Bokar	the sun	doŋ ȵi	d o ŋ _ ȵ i				2660	
23063	Bokar	the moon	poŋ lo|	p o ŋ _ l o	!			2091	
23064	Bokar	the star	ta kar	t a _ k a r				2605	
23065	Tujia	the mountain	khu⁵⁵tsa⁵⁵	kh u ⁵⁵ ◦ ts a ⁵⁵				2126	
23066	Bokar	the cloud	doŋ muk	d o ŋ _ m u k				1433	
23069	Bokar	the wind	ȵu luŋ	ȵ u _ l u ŋ				2944	
23070	Bokar	the rain	me doŋ	m e _ d o ŋ				2271	
23072	Lisu	the head	o⁵⁵du̱³³	o ⁵⁵ ◦ d u̱ ³³				1821	
23073	Bokar	the hail	ɦa təŋ	ɦ a _ t ə ŋ				3033	
23074	Tujia	the sea	xai⁵³	x a i ⁵³		chinese		3116	
23076	Bokar	the dew	ɕu gum	ɕ u _ g u m				3051	
23077	Lisu	the eye	mi̱ɛ̱³³sɯ³¹	m i̱ ɛ̱ ³³ ◦ s ɯ ³¹				1591	
23078	Lisu	the nose	nɑ̱³³khu̱³³	n ɑ̱ ³³ ◦ kh u̱ ³³				2205	
23079	Lisu	the nose	nɑ̱³³bi³³	n ɑ̱ ³³ ◦ b i ³³				2205	
23080	Tujia	the road	la⁵³	l a ⁵³				2337	
23081	Tujia	the earth (soil)	pa²¹tsi³⁵	p a ²¹ ◦ ts i ³⁵				1571	
23082	Lisu	the mouth	khɑ̱³¹bɛ̱³¹	kh ɑ̱ ³¹ ◦ b ɛ̱ ³¹				2142	
23083	Lisu	the lip (the lips)	mɯ³¹lɯ³⁵	m ɯ ³¹ ◦ l ɯ ³⁵				3269	
23084	Bokar	the mountain	di◦tuŋ	d i t u ŋ	!			2121	
23085	Tujia	the sand	sa⁵⁵tsi⁵⁵	s a ⁵⁵ ◦ ts i ⁵⁵		Chinese		2387	
23086	Tujia	the dust	xui⁵⁵tshən²¹	x u i ⁵⁵ ◦ tsh ə n ²¹		Chinese[灰尘]		1543	
23087	Lisu	the neck	kɯ⁵⁵tsi⁵⁵	k ɯ ⁵⁵ ◦ ts i ⁵⁵				2183	
23088	Tujia	the mud	pa²¹tsi³⁵	p a ²¹ ◦ ts i ³⁵				3059	
23089	Tujia	the water	tshie²¹	tsh i e ²¹				2845	
